0.000, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.020, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.040, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.060, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.080, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.100, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.120, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.140, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.160, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.180, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.200, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.220, 0.998750, 0.000000, 0.000000, 0.049979, 0.050000, 0.100000, 0.150000, 0.010000, 0.020000, 0.030000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
